year,movie title,rating,genre,star,director,writer,country,company,score,votes,budget,gross,gross us,gross overseas,runtime,released,more success overseas
1995,Círculo de amigos,PG-13,Drama,Chris O'Donnell,Pat O'Connor,Andrew Davies,Ireland,Price Entertainment,6.6,7310,0,,23397365,,103,4/7/1995,UNK
1993,Hexed,R,Comedy,Arye Gross,Alan Spencer,Alan Spencer,USA,Price Entertainment,5.5,1313,0,,2786807,,100,1/22/1993,UNK
1993,Shadowlands,PG,Biography,Anthony Hopkins,Richard Attenborough,William Nicholson,UK,Price Entertainment,7.4,14238,22000000,,25842000,,131,1/14/1994,UNK
2016,La tortuga roja,PG,Animation,Emmanuel Garijo,Michael Dudok de Wit,Michael Dudok de Wit,France,Prima Linea Productions,7.6,15705,0,,920057,,80,1/20/2017,UNK
2005,Prime,PG-13,Comedy,Uma Thurman,Ben Younger,Ben Younger,USA,Prime Film Productions LLC,6.2,36623,0,,22827153,,105,10/28/2005,UNK
2010,Guzaarish,Not specified,Comedy,Hrithik Roshan,Sanjay Leela Bhansali,Sanjay Leela Bhansali,India,Prime Focus,7.5,13312,0,,1017335,,126,11/19/2010,UNK
1997,The Crazy Stranger,UNRATED,Comedy,Romain Duris,Tony Gatlif,Tony Gatlif,Romania,Princes Films,7.7,6529,0,,673153,,102,8/7/1998,UNK
2015,Beasts of No Nation,NOT RATED,Drama,Abraham Attah,Cary Fukunaga,Cary Fukunaga,USA,"Princess Grace Foundation, The",7.8,52905,6000000,,83861,,137,10/16/2015,UNK
1988,Apartment Zero,R,Drama,Hart Bochner,Martin Donovan,Martin Donovan,UK,Producers Representative Organization,6.9,3259,4000000,,670774,,124,9/15/1989,UNK
1986,8 Million Ways to Die,R,Action,Jeff Bridges,Hal Ashby,Lawrence Block,USA,Producers Sales Organization (PSO),5.7,3607,18000000,,1305114,,115,4/25/1986,UNK
1986,9½ Weeks,R,Drama,Mickey Rourke,Adrian Lyne,Elizabeth McNeill,USA,Producers Sales Organization (PSO),5.9,31798,17000000,,6734844,,117,2/21/1986,UNK
1986,Ginger and Fred,PG-13,Comedy,Marcello Mastroianni,Federico Fellini,Federico Fellini,Italy,Produzioni Europee Associate (PEA),7.3,3859,0,,837623,,125,3/28/1986,UNK
2003,Zero Day,UNRATED,Drama,Cal Robertson,Ben Coccio,Ben Coccio,USA,Professor Bright Films,7.3,3594,20000,,7221,,92,1/23/2004,UNK
1993,Splitting Heirs,PG-13,Comedy,Eric Idle,Robert Young,Eric Idle,UK,Prominent Features,5.5,3515,0,,3246063,,87,4/30/1993,UNK
1988,The Adventures of Baron Munchausen,PG,Adventure,John Neville,Terry Gilliam,Charles McKeown,UK,Prominent Features,7.2,43852,46630000,,8083123,,126,3/10/1989,UNK
1993,Red Rock West,R,Crime,Nicolas Cage,John Dahl,John Dahl,USA,Propaganda Films,7,16835,8000000,,2502551,,98,5/14/1993,UNK
2014,Mapa a las estrellas,R,Comedy,Julianne Moore,David Cronenberg,Bruce Wagner,Canada,Prospero Pictures,6.2,31631,15000000,,347648,,111,2/27/2015,UNK
2012,The Devil Inside,R,Horror,Fernanda Andrade,William Brent Bell,William Brent Bell,USA,Prototype,4.2,31857,750000,,53261944,,83,1/6/2012,UNK
2014,The Raid 2,R,Action,Iko Uwais,Gareth Evans,Gareth Evans,Indonesia,Pt. Merantau Films,8,93993,4500000,,2625803,,150,4/11/2014,UNK
2011,The Raid: Redemption,R,Action,Iko Uwais,Gareth Evans,Gareth Evans,Indonesia,Pt. Merantau Films,7.6,160867,1100000,,4105123,,101,4/13/2012,UNK
2000,Boys and Girls,PG-13,Comedy,Freddie Prinze Jr.,Robert Iscove,Andrew Lowery,USA,Punch 21 Productions,5.4,14393,35000000,,20627372,,94,6/16/2000,UNK
2014,God's Not Dead,PG,Drama,Shane Harper,Harold Cronk,Hunter Dennis,USA,Pure Flix Productions,4.8,34760,2000000,,60755732,,100,3/21/2014,UNK
2008,The Hottie & the Nottie,PG-13,Comedy,Paris Hilton,Tom Putnam,Heidi Ferrer,USA,Purple Pictures,1.9,34253,9000000,,27696,,91,2/21/2008,UNK
1996,Heaven's Prisoners,R,Drama,Alec Baldwin,Phil Joanou,James Lee Burke,USA,PVM Entertainment,5.7,4467,25000000,,5005000,,132,5/17/1996,UNK
2016,Gods of Egypt,PG-13,Action,Brenton Thwaites,Alex Proyas,Matt Sazama,USA,Pyramania,5.4,78473,140000000,,31153464,,127,2/26/2016,UNK
2003,The Barbarian Invasions,R,Comedy,Rémy Girard,Denys Arcand,Denys Arcand,Canada,Pyramide Productions,7.7,25849,0,,3432342,,99,3/5/2004,UNK
1997,Selena,PG,Biography,Jennifer Lopez,Gregory Nava,Gregory Nava,USA,Q Productions,6.7,20575,20000000,,35422828,,127,3/21/1997,UNK
2010,Heartbreaker,NOT RATED,Comedy,Romain Duris,Pascal Chaumeil,Laurent Zeitoun,France,Quad Productions,6.8,22456,0,,504030,,105,10/21/2011,UNK
2016,Leap!,PG,Animation,Elle Fanning,Eric Summer,Eric Summer,France,Quad Productions,6.8,9517,30000000,,12760985,,89,8/25/2017,UNK
2013,Blue Is the Warmest Color,NC-17,Drama,Léa Seydoux,Abdellatif Kechiche,Abdellatif Kechiche,France,Quat'sous Films,7.8,107119,0,,2199675,,180,2/14/2014,UNK
2002,Mujer fatal,R,Crime,Rebecca Romijn,Brian De Palma,Brian De Palma,France,Quinta Communications,6.3,29963,35000000,,6592103,,114,11/6/2002,UNK
2016,Florence Foster Jenkins,PG-13,Biography,Meryl Streep,Stephen Frears,Nicholas Martin,UK,Qwerty Films,6.9,35671,29000000,,27370107,,111,8/12/2016,UNK
2006,Severance,R,Comedy,Danny Dyer,Christopher Smith,James Moran,UK,Qwerty Films,6.5,33173,0,,136432,,96,9/7/2007,UNK
2013,La piel de Venus,NOT RATED,Drama,Emmanuelle Seigner,Roman Polanski,David Ives,France,R.P. Productions,7.2,13764,0,,342183,,96,11/8/2013,UNK
2005,Oliver Twist,PG-13,Crime,Barney Clark,Roman Polanski,Charles Dickens,Czech Republic,R.P. Productions,6.9,27113,0,,1987287,,130,9/30/2005,UNK
2010,The Ghost Writer,PG-13,Drama,Ewan McGregor,Roman Polanski,Robert Harris,France,R.P. Productions,7.2,140059,45000000,,15541549,,128,3/19/2010,UNK
2002,The Pianist,R,Biography,Adrien Brody,Roman Polanski,Ronald Harwood,France,R.P. Productions,8.5,558449,35000000,,32572577,,150,3/28/2003,UNK
2000,Hey Ram,Not specified,Crime,Kamal Haasan,Kamal Haasan,Kamal Haasan,India,Raajkamal Films International,8,8729,0,,274675,,186,2/18/2000,UNK
2016,King Cobra,NOT RATED,Crime,Garrett Clayton,Justin Kelly,Justin Kelly,USA,RabbitBandini Productions,5.6,4894,0,,28505,,91,10/21/2016,UNK
2013,Palo Alto,R,Drama,Emma Roberts,Gia Coppola,Gia Coppola,USA,RabbitBandini Productions,6.3,22964,0,,750100,,100,5/9/2014,UNK
2014,13 Sins,R,Horror,Mark Webber,Daniel Stamm,David Birke,USA,RADiUS-TWC,6.3,26332,4000000,,9134,,93,4/11/2014,UNK
1993,Dragon: The Bruce Lee Story,PG-13,Action,Jason Scott Lee,Rob Cohen,Robert Clouse,USA,Raffaella De Laurentiis Productions,7,23459,14000000,,35112679,,120,5/7/1993,UNK
1991,Timebomb,R,Action,Michael Biehn,Avi Nesher,Avi Nesher,USA,Raffaella Productions,5.5,1236,6000000,,64562,,96,5/25/1991,UNK
1987,Julia and Julia,R,Drama,Kathleen Turner,Peter Del Monte,Peter Del Monte,Italy,RAI Radiotelevisione Italiana,5.7,667,0,,901364,,98,2/5/1988,UNK
1992,Equinox,R,Crime,Matthew Modine,Alan Rudolph,Alan Rudolph,USA,RainCity Productions,5.7,1033,0,,279627,,110,6/11/1993,UNK
2015,Eye in the Sky,R,Drama,Helen Mirren,Gavin Hood,Guy Hibbert,UK,Raindog Films,7.3,61722,13000000,,18700837,,102,4/1/2016,UNK
2016,Loving,PG-13,Biography,Ruth Negga,Jeff Nichols,Jeff Nichols,UK,Raindog Films,7,21231,9000000,,7696098,,123,11/4/2016,UNK
2007,Stomp the Yard,PG-13,Drama,Columbus Short,Sylvain White,Robert Adetuyi,USA,Rainforest Films,5.3,20221,14000000,,61356221,,100,1/12/2007,UNK
2014,PK,Not specified,Comedy,Aamir Khan,Rajkumar Hirani,Rajkumar Hirani,India,Rajkumar Hirani Films,8.2,111073,0,,10616104,,153,12/19/2014,UNK
1999,Hum Saath-Saath Hain: We Stand United,Not specified,Musical,Salman Khan,Sooraj R. Barjatya,Sooraj R. Barjatya,India,Rajshri Productions,6.2,4789,0,,2005094,,100,11/5/1999,UNK
1986,Defense of the Realm,PG,Thriller,Gabriel Byrne,David Drury,Martin Stellman,UK,"Rank Organisation, The",6.6,1625,0,,750000,,96,11/21/1986,UNK
1995,Dr. Jekyll and Ms. Hyde,PG-13,Comedy,Sean Young,David Price,David Price,UK,"Rank Organisation, The",4.4,2379,8000000,,2763020,,100,8/25/1995,UNK
1997,Lawn Dogs,R,Drama,Sam Rockwell,John Duigan,Naomi Wallace,UK,"Rank Organisation, The",7.6,6638,7000000,,106292,,101,5/15/1998,UNK
1990,The Misadventures of Mr. Wilt,R,Comedy,Griff Rhys Jones,Michael Tuchner,Tom Sharpe,UK,"Rank Organisation, The",6.3,806,0,,113014,,92,1/12/1990,UNK
1995,Gordy,G,Comedy,Kristy Young,Mark Lewis,Jay Sommers,USA,RAS,3.9,1701,0,,3992809,,100,5/12/1995,UNK
1986,Violets Are Blue...,PG-13,Drama,Sissy Spacek,Jack Fisk,Naomi Foner,USA,Rastar Films,5.7,553,0,,4743287,,88,4/25/1986,UNK
1988,Biloxi Blues,PG-13,Comedy,Matthew Broderick,Mike Nichols,Neil Simon,USA,Rastar Pictures,6.6,12590,20000000,,43184798,,106,3/25/1988,UNK
1986,Brighton Beach Memoirs,PG-13,Comedy,Blythe Danner,Gene Saks,Neil Simon,USA,Rastar Pictures,6.9,2720,18000000,,11957943,,108,12/25/1986,UNK
1987,The Secret of My Succe$s,PG-13,Comedy,Michael J. Fox,Herbert Ross,Jim Cash,USA,Rastar Pictures,6.5,24685,12000000,,66995879,,111,4/10/1987,UNK
1996,To Gillian on Her 37th Birthday,PG-13,Drama,Peter Gallagher,Michael Pressman,Michael Brady,USA,Rastar Pictures,5.8,4202,0,,4137645,,93,10/25/1996,UNK
1993,Mr. Jones,R,Drama,Richard Gere,Mike Figgis,Eric Roth,USA,Rastar Productions,5.8,5931,25000000,,8315975,,114,10/8/1993,UNK
2016,Storks,PG,Animation,Andy Samberg,Nicholas Stoller,Nicholas Stoller,USA,RatPac-Dune Entertainment,6.8,40740,70000000,,72655779,,87,9/23/2016,UNK
2012,La bicicleta verde,PG,Comedy,Waad Mohammed,Haifaa Al-Mansour,Haifaa Al-Mansour,Saudi Arabia,Razor Film Produktion GmbH,7.6,14903,0,,1347578,,98,4/25/2014,UNK
2010,Rubber,R,Comedy,Stephen Spinella,Quentin Dupieux,Quentin Dupieux,France,Realitism Films,5.8,28442,500000,,98017,,82,11/10/2010,UNK
2011,A Dangerous Method,R,Biography,Michael Fassbender,David Cronenberg,Christopher Hampton,UK,Recorded Picture Company (RPC),6.5,86882,0,,5702083,,99,6/28/2012,UNK
1996,Blood and Wine,R,Crime,Jack Nicholson,Bob Rafelson,Nick Villiers,USA,Recorded Picture Company (RPC),6.1,8184,22000000,,1075288,,101,2/21/1997,UNK
2000,Brother,R,Crime,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,USA,Recorded Picture Company (RPC),7.2,19600,10000000,,447750,,114,9/28/2001,UNK
2013,Dom Hemingway,R,Comedy,Jude Law,Richard Shepard,Richard Shepard,UK,Recorded Picture Company (RPC),6.2,22984,0,,518134,,93,11/15/2013,UNK
1990,Everybody Wins,R,Drama,Debra Winger,Karel Reisz,Arthur Miller,UK,Recorded Picture Company (RPC),5,892,0,,1372350,,97,1/19/1990,UNK
2012,Kon-Tiki,PG-13,Adventure,Pål Sverre Hagen,Joachim Rønning,Petter Skavlan,UK,Recorded Picture Company (RPC),7.2,38013,16600000,,1517410,,118,4/26/2013,UNK
1993,Little Buddha,PG,Drama,Keanu Reeves,Bernardo Bertolucci,Bernardo Bertolucci,Italy,Recorded Picture Company (RPC),6,13197,35000000,,4858139,,123,5/25/1994,UNK
1991,Naked Lunch,R,Drama,Peter Weller,David Cronenberg,William S. Burroughs,Canada,Recorded Picture Company (RPC),7.1,39143,16000000,,2541541,,115,4/24/1992,UNK
2000,Sexy Beast,R,Crime,Ray Winstone,Jonathan Glazer,Louis Mellis,UK,Recorded Picture Company (RPC),7.3,46274,0,,6946056,,89,7/13/2001,UNK
2013,Sólo los amantes sobreviven,R,Comedy,Tilda Swinton,Jim Jarmusch,Jim Jarmusch,Germany,Recorded Picture Company (RPC),7.3,70934,7000000,,1879534,,123,4/17/2015,UNK
2003,The Dreamers,NC-17,Drama,Michael Pitt,Bernardo Bertolucci,Gilbert Adair,UK,Recorded Picture Company (RPC),7.2,89658,0,,2531462,,115,2/20/2004,UNK
1987,The Last Emperor,PG-13,Biography,John Lone,Bernardo Bertolucci,Mark Peploe,UK,Recorded Picture Company (RPC),7.8,76408,23000000,,43984230,,163,4/15/1988,UNK
1990,The Sheltering Sky,R,Adventure,Debra Winger,Bernardo Bertolucci,Paul Bowles,UK,Recorded Picture Company (RPC),6.8,9389,25000000,,2075084,,138,12/12/1990,UNK
2005,Tideland,R,Drama,Jeff Bridges,Terry Gilliam,Tony Grisoni,UK,Recorded Picture Company (RPC),6.5,28341,19300000,,66453,,120,8/11/2006,UNK
2003,Young Adam,NC-17,Crime,Ewan McGregor,David Mackenzie,Alexander Trocchi,UK,Recorded Picture Company (RPC),6.5,12050,0,,767240,,98,9/26/2003,UNK
2004,Amor o sexo,NOT RATED,Drama,Abbie Cornish,Cate Shortland,Cate Shortland,Australia,Red Carpet Productions,6.8,6621,0,,92214,,106,9/16/2004,UNK
2002,Devdas,Not specified,Musical,Shah Rukh Khan,Sanjay Leela Bhansali,Saratchandra Chatterjee,India,Red Chillies Entertainment,7.6,29976,0,,3500000,,185,7/12/2002,UNK
2015,"Hello, My Name Is Doris",R,Comedy,Sally Field,Michael Showalter,Laura Terruso,USA,Red Crown Productions,6.7,14007,1000000,,14443077,,90,4/1/2016,UNK
2012,What Maisie Knew,R,Drama,Julianne Moore,Scott McGehee,Nancy Doyne,USA,Red Crown Productions,7.5,23509,6000000,,1065000,,93,5/3/2013,UNK
2011,Friends with Kids,R,Comedy,Jennifer Westfeldt,Jennifer Westfeldt,Jennifer Westfeldt,USA,Red Granite Pictures,6.2,37719,10000000,,7250054,,107,3/16/2012,UNK
2013,Horns,R,Drama,Daniel Radcliffe,Alexandre Aja,Keith Bunin,USA,Red Granite Pictures,6.5,63156,0,,164480,,120,10/3/2014,UNK
2006,Tenacious D in The Pick of Destiny,R,Adventure,Jack Black,Liam Lynch,Jack Black,USA,Red Hour Films,6.8,90830,0,,8319186,,93,11/22/2006,UNK
2012,Bel Ami,R,Drama,Robert Pattinson,Declan Donnellan,Guy de Maupassant,UK,Redwave Films,5.4,16219,0,,119919,,102,10/12/2012,UNK
2014,The Book of Life,PG,Animation,Diego Luna,Jorge R. Gutiérrez,Jorge R. Gutiérrez,USA,Reel FX Creative Studios,7.3,51976,50000000,,50151543,,95,10/17/2014,UNK
2013,12 Years a Slave,R,Biography,Chiwetel Ejiofor,Steve McQueen,John Ridley,USA,Regency Enterprises,8.1,503763,20000000,,56671993,,134,11/8/2013,UNK
2016,A Cure for Wellness,R,Drama,Dane DeHaan,Gore Verbinski,Justin Haythe,USA,Regency Enterprises,6.4,45187,40000000,,8106986,,146,2/17/2017,UNK
1996,A Time to Kill,R,Crime,Matthew McConaughey,Joel Schumacher,John Grisham,USA,Regency Enterprises,7.4,108790,40000000,,108766007,,149,7/24/1996,UNK
2016,Assassin's Creed,PG-13,Action,Michael Fassbender,Justin Kurzel,Michael Lesslie,USA,Regency Enterprises,5.9,133338,125000000,,54645723,,115,12/21/2016,UNK
2011,"Big Mommas: Like Father, Like Son",PG-13,Action,Martin Lawrence,John Whitesell,Matt Fogel,USA,Regency Enterprises,4.4,21446,32000000,,37915414,,107,2/18/2011,UNK
1996,Carpool,PG,Comedy,Tom Arnold,Arthur Hiller,Don Rhymer,USA,Regency Enterprises,4.9,3658,17000000,,3308758,,89,8/23/1996,UNK
1995,Copycat,R,Drama,Sigourney Weaver,Jon Amiel,Ann Biderman,USA,Regency Enterprises,6.6,45066,20000000,,32051917,,123,10/27/1995,UNK
1998,Dangerous Beauty,R,Biography,Catherine McCormack,Marshall Herskovitz,Margaret Rosenthal,USA,Regency Enterprises,7.3,13477,8000000,,4530929,,111,2/20/1998,UNK
2006,Deck the Halls,PG,Comedy,Matthew Broderick,John Whitesell,Matt Corman,USA,Regency Enterprises,4.9,17377,0,,35092918,,93,11/22/2006,UNK
2001,Don't Say a Word,R,Drama,Michael Douglas,Gary Fleder,Andrew Klavan,USA,Regency Enterprises,6.3,42609,50000000,,55001642,,113,9/28/2001,UNK
1998,El mediador,R,Action,Samuel L. Jackson,F. Gary Gray,James DeMonaco,Germany,Regency Enterprises,7.3,113865,50000000,,44484065,,140,7/29/1998,UNK
2007,Epic Movie,PG-13,Adventure,Kal Penn,Jason Friedberg,Jason Friedberg,USA,Regency Enterprises,2.3,93481,20000000,,39739367,,86,1/26/2007,UNK
2004,First Daughter,PG,Comedy,Katie Holmes,Forest Whitaker,Jessica Bendinger,USA,Regency Enterprises,5,18324,30000000,,9055010,,100,9/24/2004,UNK
2001,Freddy Got Fingered,R,Comedy,Tom Green,Tom Green,Tom Green,USA,Regency Enterprises,4.5,41235,14000000,,14249005,,87,4/20/2001,UNK
1998,Goodbye Lover,R,Comedy,Patricia Arquette,Roland Joffé,Ron Peer,USA,Regency Enterprises,5.7,3012,20000000,,1923061,,102,4/16/1999,UNK
2011,In Time,PG-13,Action,Justin Timberlake,Andrew Niccol,Andrew Niccol,USA,Regency Enterprises,6.7,324606,40000000,,37520095,,109,10/28/2011,UNK
2001,Joy Ride,R,Mystery,Steve Zahn,John Dahl,Clay Tarver,USA,Regency Enterprises,6.6,56355,23000000,,21973182,,97,10/5/2001,UNK
1997,L.A. Confidential,R,Crime,Kevin Spacey,Curtis Hanson,James Ellroy,USA,Regency Enterprises,8.3,448833,35000000,,64616940,,138,9/19/1997,UNK
2002,Life or Something Like It,PG-13,Comedy,Angelina Jolie,Stephen Herek,John Scott Shepherd,USA,Regency Enterprises,5.8,20540,40000000,,14448589,,103,4/26/2002,UNK
2008,Mirrors,R,Horror,Kiefer Sutherland,Alexandre Aja,Alexandre Aja,USA,Regency Enterprises,6.2,91597,35000000,,30691439,,110,8/15/2008,UNK
2006,My Super Ex-Girlfriend,PG-13,Comedy,Uma Thurman,Ivan Reitman,Don Payne,USA,Regency Enterprises,5.1,56128,30000000,,22530295,,96,7/21/2006,UNK
2015,Revenant: El Renacido,R,Adventure,Leonardo DiCaprio,Alejandro González Iñárritu,Mark L. Smith,Hong Kong,Regency Enterprises,8,522384,135000000,,183637894,,156,1/8/2016,UNK
2003,Runaway Jury,PG-13,Drama,John Cusack,Gary Fleder,John Grisham,USA,Regency Enterprises,7.1,80544,60000000,,49443628,,127,10/17/2003,UNK
2013,Runner Runner,R,Crime,Ben Affleck,Brad Furman,Brian Koppelman,USA,Regency Enterprises,5.6,55262,30000000,,19316646,,88,10/4/2013,UNK
2008,Shutter,PG-13,Horror,Joshua Jackson,Masayuki Ochiai,Luke Dawson,USA,Regency Enterprises,5.2,28640,8000000,,25926543,,85,3/21/2008,UNK
2005,Stay,R,Drama,Ewan McGregor,Marc Forster,David Benioff,USA,Regency Enterprises,6.9,65389,50000000,,3626883,,99,10/21/2005,UNK
2004,The Girl Next Door,R,Comedy,Emile Hirsch,Luke Greenfield,David Wagner,USA,Regency Enterprises,6.8,180214,25000000,,14589444,,108,4/9/2004,UNK
1996,Tin Cup,R,Comedy,Kevin Costner,Ron Shelton,John Norville,USA,Regency Enterprises,6.3,40040,45000000,,53854588,,135,8/16/1996,UNK
2015,True Story,R,Crime,James Franco,Rupert Goold,Rupert Goold,USA,Regency Enterprises,6.3,44237,0,,4715819,,99,4/17/2015,UNK
2015,Unfinished Business,R,Comedy,Vince Vaughn,Ken Scott,Steve Conrad,USA,Regency Enterprises,5.4,26051,35000000,,10214013,,91,3/6/2015,UNK
2010,Vampires Suck,PG-13,Adventure,Jenn Proske,Jason Friedberg,Jason Friedberg,USA,Regency Enterprises,3.5,41062,20000000,,36661504,,82,8/18/2010,UNK
2011,What's Your Number?,R,Comedy,Anna Faris,Mark Mylod,Gabrielle Allan,USA,Regency Enterprises,6.1,63448,20000000,,14008193,,106,9/30/2011,UNK
1990,Q & A,R,Crime,Nick Nolte,Sidney Lumet,Edwin Torres,USA,Regency International Pictures,6.5,4235,0,,11207891,,132,4/27/1990,UNK
2013,21 & Over,R,Comedy,Miles Teller,Jon Lucas,Jon Lucas,USA,Relativity Media,5.9,64737,13000000,,25682380,,93,3/1/2013,UNK
2012,Act of Valor,R,Action,Alex Veadov,Mike McCoy,Kurt Johnstad,USA,Relativity Media,6.5,60703,12000000,,70012847,,110,2/24/2012,UNK
2011,Agentes Secretos,R,Action,Gina Carano,Steven Soderbergh,Lem Dobbs,Ireland,Relativity Media,5.8,75489,23000000,,18942396,,93,1/20/2012,UNK
2014,Earth to Echo,PG,Adventure,Teo Halm,Dave Green,Henry Gayden,USA,Relativity Media,5.8,16757,13000000,,38916903,,91,7/2/2014,UNK
2012,House at the End of the Street,PG-13,Drama,Jennifer Lawrence,Mark Tonderai,David Loucka,Canada,Relativity Media,5.6,62147,6900000,,31611916,,101,9/21/2012,UNK
2011,Limitless,PG-13,Mystery,Bradley Cooper,Neil Burger,Leslie Dixon,USA,Relativity Media,7.4,454361,27000000,,79249455,,105,3/18/2011,UNK
2011,Machine Gun Preacher,R,Action,Gerard Butler,Marc Forster,Jason Keller,USA,Relativity Media,6.8,56603,30000000,,538690,,129,2/3/2012,UNK
2012,Mirror Mirror,PG,Adventure,Lily Collins,Tarsem Singh,Marc Klein,USA,Relativity Media,5.6,74728,85000000,,64935167,,106,3/30/2012,UNK
2013,Movie 43,R,Comedy,Emma Stone,Elizabeth Banks,Rocky Russo,USA,Relativity Media,4.3,85609,6000000,,8828771,,94,1/25/2013,UNK
2013,Oculus,R,Horror,Karen Gillan,Mike Flanagan,Mike Flanagan,USA,Relativity Media,6.5,95687,5000000,,27695246,,104,4/11/2014,UNK
2013,Paranoia,PG-13,Drama,Liam Hemsworth,Robert Luketic,Jason Hall,USA,Relativity Media,5.7,30891,35000000,,7376027,,106,8/16/2013,UNK
2007,Reign Over Me,R,Drama,Adam Sandler,Mike Binder,Mike Binder,USA,Relativity Media,7.5,86887,20000000,,19661987,,124,3/23/2007,UNK
2013,Safe Haven,PG-13,Drama,Julianne Hough,Lasse Hallström,Dana Stevens,USA,Relativity Media,6.7,87269,28000000,,71349120,,115,2/14/2013,UNK
2014,The November Man,R,Action,Pierce Brosnan,Roger Donaldson,Michael Finch,USA,Relativity Media,6.3,54875,15000000,,24984868,,108,8/27/2014,UNK
2010,The Spy Next Door,PG,Action,Jackie Chan,Brian Levant,Jonathan Bernstein,USA,Relativity Media,5.4,33070,28000000,,24268828,,94,1/15/2010,UNK
2010,Tucker and Dale vs Evil,R,Comedy,Tyler Labine,Eli Craig,Eli Craig,Canada,Reliance Big Pictures,7.6,140517,0,,223838,,89,12/9/2010,UNK
1986,Something Wild,R,Comedy,Jeff Daniels,Jonathan Demme,E. Max Frye,USA,Religioso Primitiva,6.9,13186,0,,8362969,,114,11/7/1986,UNK
2004,Head in the Clouds,R,Drama,Charlize Theron,John Duigan,John Duigan,UK,Remstar Productions,6.6,13138,0,,398278,,121,7/29/2005,UNK
2003,The Return,UNRATED,Drama,Vladimir Garin,Andrey Zvyagintsev,Vladimir Moiseenko,Russia,Ren Film,8,34054,0,,502028,,105,6/25/2003,UNK
1989,Henry V,PG-13,Action,Kenneth Branagh,Kenneth Branagh,William Shakespeare,UK,Renaissance Films,7.7,24726,9000000,,10161099,,137,11/8/1989,UNK
1993,Much Ado About Nothing,PG-13,Comedy,Kenneth Branagh,Kenneth Branagh,William Shakespeare,UK,Renaissance Films,7.4,39297,11000000,,22551000,,111,7/2/1993,UNK
2001,The Safety of Objects,R,Drama,Glenn Close,Rose Troche,A.M. Homes,UK,Renaissance Films,6.6,3853,0,,319125,,121,10/24/2003,UNK
1996,Twelfth Night or What You Will,PG,Comedy,Helena Bonham Carter,Trevor Nunn,William Shakespeare,Ireland,Renaissance Films,7.3,5003,5000000,,551545,,134,10/25/1996,UNK
1990,Darkman,R,Action,Liam Neeson,Sam Raimi,Sam Raimi,USA,Renaissance Pictures,6.4,50571,16000000,,33878502,,96,8/24/1990,UNK
2005,Pretty Persuasion,R,Comedy,Evan Rachel Wood,Marcos Siega,Skander Halim,USA,REN-Mar Studios,6.6,9036,2500000,,305688,,100,6/15/2007,UNK
1993,Germinal,R,Drama,Renaud,Claude Berri,Claude Berri,France,Renn Productions,7.1,3759,0,,378854,,160,3/31/1994,UNK
1994,Queen Margot,R,Biography,Isabelle Adjani,Patrice Chéreau,Alexandre Dumas,France,Renn Productions,7.5,14377,0,,2017346,,159,12/9/1994,UNK
1989,Valmont relaciones peligrosas,R,Drama,Colin Firth,Milos Forman,Choderlos de Laclos,France,Renn Productions,7,10789,33000000,,1132112,,137,11/17/1989,UNK
2005,Rent,PG-13,Drama,Taye Diggs,Chris Columbus,Stephen Chbosky,USA,Rent Productions LLC,7,43683,40000000,,29077547,,135,11/23/2005,UNK
